loan_id,customer_id,customer_name,gender,country,state,age,income,employment_type,credit_score,loan_amount,interest_rate,loan_term,loan_type,loan_status,origination_date,employment_type_duplicate
L000189,C000189,Donna Martin,Female,USA,Nebraska,50,157136.0,Salaried,668.0,206394,10.48,60,Mortgage,Delinquent,2020-06-03,Salaried
L000190,C000190,John Martinez,Male,USA,Nevada,27,42737.0,Government,816.0,350809,8.41,84,Mortgage,Current,2020-04-07,Government
L000191,C000191,Paul Martinez,Male,USA,Idaho,51,138659.0,Government,712.0,70017,7.13,120,Student,Paid Off,2021-06-23,Government
L000192,C000192,Emily Garcia,Female,USA,Iowa,61,34457.0,Salaried,555.0,426059,14.41,240,Student,Paid Off,2022-10-23,Salaried
L000193,C000193,Sandra Rodriguez,Female,USA,Nevada,61,172223.0,Salaried,621.0,134278,16.18,84,Auto,Current,2020-09-18,Salaried
L000194,C000194,Sandra Davis,Female,USA,Tennessee,69,171987.0,Salaried,733.0,99422,5.92,84,Mortgage,Current,2019-08-20,Salaried
L000195,C000195,Joshua Taylor,Male,USA,Alaska,55,160646.0,Self-Employed,659.0,471632,4.16,84,Personal,Paid Off,2025-11-06,Self-Employed
L000196,C000196,Matthew Smith,Male,USA,Utah,24,135991.0,Salaried,622.0,11258,8.63,48,Student,Current,2019-08-28,Salaried
L000197,C000197,Michelle Brown,Female,USA,Montana,54,43698.0,Unemployed,521.0,265746,9.6,60,Student,Current,2023-01-02,Unemployed
L000198,C000198,Linda Brown,Female,USA,Ohio,21,174753.0,Government,717.0,272042,3.8,240,Mortgage,Foreclosed,2020-08-08,Government
L000199,C000199,Betty Johnson,Female,USA,Idaho,30,93011.0,Salaried,540.0,489490,10.05,84,Personal,Current,2021-06-13,Salaried
L000200,C000200,Sandra Brown,Female,USA,Iowa,50,174122.0,Self-Employed,544.0,393806,17.27,36,Auto,Current,2022-08-21,Self-Employed
L000201,C000201,Barbara Williams,Female,USA,Rhode Island,52,122771.0,Salaried,760.0,444824,8.78,60,Mortgage,Delinquent,2022-03-19,Salaried
L000202,C000202,Richard Miller,Male,USA,Kentucky,23,141836.0,Part-Time,511.0,370622,16.5,84,Home Equity,Current,2024-12-22,Part-Time
L000203,C000203,Robert Brown,Male,USA,New Mexico,30,117747.0,Salaried,732.0,30169,15.73,24,Home Equity,Current,2026-02-15,Salaried
L000204,C000204,Karen Rodriguez,Female,USA,South Dakota,29,125830.0,Salaried,732.0,40353,9.55,84,Student,Current,2020-08-21,Salaried
L000205,C000205,Barbara Thompson,Female,USA,Montana,37,109842.0,Salaried,787.0,488837,13.6,72,Mortgage,Paid Off,2023-10-03,Salaried
L000206,C000206,Christopher Davis,Male,USA,Kentucky,67,127758.0,Unemployed,773.0,418168,6.14,120,Mortgage,Current,2018-09-20,Unemployed
L000207,C000207,Paul Brown,Male,USA,Rhode Island,23,176089.0,Salaried,701.0,336289,5.03,84,Home Equity,Paid Off,2026-05-08,Salaried
L000208,C000208,Elizabeth Brown,Female,USA,Texas,47,162996.0,Salaried,819.0,332992,3.03,48,Auto,Default,2023-08-09,Salaried
L000209,C000209,Michael Taylor,Male,USA,Montana,55,163512.0,Salaried,586.0,110680,4.1,60,Auto,Current,2021-12-31,Salaried
L000210,C000210,Donald Thomas,Male,USA,Delaware,24,66210.0,Salaried,680.0,319487,12.42,360,Personal,Paid Off,2019-05-28,Salaried
L000211,C000211,Lisa Johnson,Female,USA,Montana,24,94904.0,Salaried,669.0,82021,16.28,240,Auto,Current,2024-02-20,Salaried
L000212,C000212,Margaret Davis,Female,USA,North Carolina,69,60737.0,Self-Employed,728.0,221654,17.67,240,Mortgage,Current,2023-01-31,Self-Employed
L000213,C000213,Lisa Brown,Female,USA,Alaska,52,113127.0,Salaried,581.0,249214,10.24,72,Personal,Current,2023-04-09,Salaried
L000214,C000214,Richard Jackson,Male,USA,Illinois,58,88510.0,Salaried,849.0,383799,5.11,24,Mortgage,Current,2019-11-28,Salaried
L000215,C000215,Barbara Miller,Female,USA,Oregon,31,101118.0,Salaried,710.0,365430,3.0,240,Student,Paid Off,2023-05-01,Salaried
L000216,C000216,John Garcia,Male,USA,Virginia,64,95018.0,Self-Employed,665.0,246433,17.77,72,Personal,Delinquent,2025-10-29,Self-Employed
L000217,C000217,Richard Thomas,Male,USA,Kansas,59,136557.0,Salaried,527.0,143280,15.27,240,Home Equity,Current,2018-01-27,Salaried
L000218,C000218,Sarah Moore,Female,USA,Connecticut,65,169426.0,Self-Employed,521.0,444963,10.86,180,Student,Paid Off,2024-04-18,Self-Employed
L000219,C000219,Emily Anderson,Female,USA,Massachusetts,26,100183.0,Salaried,801.0,158588,6.68,120,Mortgage,Current,2018-07-26,Salaried
L000220,C000220,Donna Taylor,Female,USA,Maryland,55,152090.0,Salaried,793.0,362778,10.77,60,Mortgage,Foreclosed,2019-09-25,Salaried
L000221,C000221,Susan Wilson,Female,USA,Vermont,66,79019.0,Salaried,531.0,326536,15.58,60,Home Equity,Current,2021-10-05,Salaried
L000222,C000222,Karen Johnson,Female,USA,Montana,52,72043.0,Salaried,810.0,105095,11.34,360,Student,Delinquent,2026-01-22,Salaried
L000223,C000223,Anthony Taylor,Male,USA,Oregon,66,43539.0,Salaried,844.0,33705,17.93,240,Mortgage,Current,2023-09-18,Salaried
L000224,C000224,David Rodriguez,Male,USA,Missouri,43,144926.0,Self-Employed,636.0,280301,4.6,240,Student,Default,2021-08-01,Self-Employed
L000225,C000225,Matthew Rodriguez,Male,USA,New Hampshire,62,172057.0,Self-Employed,792.0,463071,17.74,24,Auto,Current,2020-06-26,Self-Employed
L000226,C000226,Matthew Jones,Male,USA,Washington,57,44419.0,Salaried,564.0,359728,11.77,240,Auto,Current,2023-11-03,Salaried
L000227,C000227,Margaret Jones,Female,USA,Utah,46,122152.0,Salaried,848.0,94943,11.52,36,Student,Current,2019-10-18,Salaried
L000228,C000228,Thomas Garcia,Male,USA,Kentucky,54,106840.0,Self-Employed,578.0,238425,8.39,180,Mortgage,Current,2023-10-31,Self-Employed
L000229,C000229,Susan Garcia,Female,USA,Pennsylvania,58,120640.0,Unemployed,815.0,182918,3.61,84,Personal,Delinquent,2021-11-04,Unemployed
L000230,C000230,Jennifer Moore,Female,USA,Florida,31,136600.0,Salaried,754.0,285137,14.41,360,Auto,Default,2023-11-20,Salaried
L000231,C000231,Jessica Smith,Female,USA,South Carolina,70,77640.0,Salaried,840.0,304523,7.14,120,Mortgage,Current,2023-06-20,Salaried
L000232,C000232,Richard Perez,Male,USA,Virginia,41,58552.0,Salaried,562.0,135445,8.25,360,Auto,Paid Off,2023-11-18,Salaried
L000233,C000233,Patricia Thomas,Female,USA,New Hampshire,63,127975.0,Salaried,575.0,239430,11.01,180,Mortgage,Current,2024-10-10,Salaried
L000234,C000234,Paul Moore,Male,USA,New Hampshire ,44,105992.0,Salaried,781.0,280476,3.85,36,Personal,Current,2021-06-02,Salaried
L000235,C000235,Anthony Perez,Male,USA,Tennessee,35,151320.0,Part-Time,800.0,18119,3.16,60,Personal,Current,2025-11-07,Part-Time
L000236,C000236,Donna Martin,Female,USA,California,23,120262.0,Salaried,850.0,494625,4.57,48,Auto,Current,2025-08-06,Salaried
L000237,C000237,Andrew Jackson,Male,USA,Wyoming,22,69724.0,Salaried,534.0,413421,14.03,48,Mortgage,Paid Off,2025-04-15,Salaried
L000238,C000238,Joshua Perez,Male,USA,North Dakota,27,78576.0,Unemployed,577.0,48251,5.86,60,Mortgage,Current,2023-10-20,Unemployed
L000239,C000239,Mary Perez,Female,USA,Georgia,25,40159.0,Salaried,762.0,247756,10.71,60,Mortgage,Delinquent,2023-05-01,Salaried
L000240,C000240,Richard Martinez,Male,USA,Iowa,65,120027.0,Salaried,552.0,207702,5.79,48,Mortgage,Paid Off,2020-04-29,Salaried
L000241,C000241,Elizabeth Martin,Female,USA,New Jersey,60,151395.0,Salaried,796.0,493343,7.27,72,Mortgage,Current,2025-01-22,Salaried
L000242,C000242,Lisa Garcia,Female,USA,Indiana,49,50705.0,Salaried,503.0,473489,3.57,84,Mortgage,Current,2018-04-28,Salaried
L000243,C000243,Karen Anderson,Female,USA,Oregon,61,89201.0,Government,501.0,63978,8.5,120,Mortgage,Current,2024-07-18,Government
L000244,C000244,Charles Taylor,Male,USA,Iowa,52,94898.0,Salaried,790.0,151896,5.05,36,Auto,Default,2022-02-27,Salaried
L000245,C000245,Paul Wilson,Male,USA,Oregon,50,118169.0,Government,640.0,406439,11.37,48,Mortgage,Current,2024-01-19,Government
L000246,C000246,Donna Thompson,Female,USA,Arizona,28,127203.0,Government,614.0,400848,15.54,12,Mortgage,Current,2026-01-26,Government
L000247,C000247,Steven Thompson,Male,USA,South Carolina,52,70902.0,Salaried,614.0,56614,16.18,12,Auto,Delinquent,2018-10-09,Salaried
L000248,C000248,Ashley Jones,Female,USA,Illinois,62,151106.0,Salaried,762.0,404592,17.0,60,Mortgage,Foreclosed,2025-05-11,Salaried
L000249,C000249,Jennifer Moore,Female,USA,Utah,22,164791.0,Salaried,623.0,372793,4.86,12,Mortgage,Paid Off,2023-04-01,Salaried
L000250,C000250,Patricia Taylor,Female,USA,Mississippi,30,140530.0,Part-Time,749.0,28042,10.75,180,Home Equity,Current,2019-09-26,Part-Time
L000251,C000251,Joseph Martin,Male,USA,North Dakota,63,155466.0,Salaried,794.0,300015,4.72,36,Auto,Delinquent,2024-06-29,Salaried
L000252,C000252,Michael Perez,Male,USA,Maryland,63,75703.0,Salaried,590.0,142250,7.6,240,Mortgage,Current,2024-04-07,Salaried
L000253,C000253,Sarah Moore,Female,USA,Iowa,57,48449.0,Part-Time,548.0,235002,6.47,180,Mortgage,Current,2018-12-03,Part-Time
L000254,C000254,Thomas Rodriguez,Male,USA,Massachusetts,66,116300.0,Salaried,772.0,306365,3.19,60,Student,Default,2018-09-30,Salaried
L000255,C000255,Anthony Jackson,Male,USA,Delaware,23,78429.0,Salaried,652.0,233044,16.98,24,Mortgage,Paid Off,2020-02-17,Salaried
L000256,C000256,Kimberly Taylor,Female,USA,Oregon,43,160546.0,Self-Employed,721.0,327389,14.73,180,Student,Current,2025-10-29,Self-Employed
L000257,C000257,Sarah Moore,Female,USA,Kentucky,54,156850.0,Salaried,641.0,53239,10.78,84,Mortgage,Current,2025-10-28,Salaried
L000258,C000258,Susan Smith,Female,USA,West Virginia,38,43301.0,Salaried,720.0,126593,8.17,360,Student,Delinquent,2025-10-31,Salaried
L000259,C000259,Mary Jones,Female,USA,Connecticut,53,123064.0,Part-Time,760.0,397019,9.17,72,Personal,Default,2019-10-07,Part-Time
L000260,C000260,Thomas Anderson,Male,USA,Vermont,53,142359.0,Self-Employed,698.0,118764,6.08,12,Personal,Delinquent,2020-05-31,Self-Employed
L000261,C000261,Barbara Taylor,Female,USA,West Virginia,37,94339.0,Salaried,582.0,293153,,36,Mortgage,Current,2024-03-28,Salaried
L000262,C000262,Jessica Moore,Female,USA,Rhode Island,26,79089.0,Salaried,712.0,361946,7.28,60,Student,Delinquent,2025-01-25,Salaried
L000263,C000263,David Miller,Male,USA,Delaware,33,54569.0,Government,806.0,57445,4.12,60,Personal,Current,2021-04-07,Government
L000264,C000264,Michael Martinez,Male,USA,Connecticut,41,167472.0,Government,712.0,471273,11.47,60,Personal,Current,2020-02-20,Government
L000265,C000265,Emily Williams,Female,USA,Delaware,51,137738.0,Salaried,772.0,240298,14.23,36,Personal,Paid Off,2019-10-03,Salaried
L000266,C000266,Jennifer Anderson,Female,USA,South Dakota,41,106419.0,Salaried,625.0,411171,17.57,360,Mortgage,Current,2019-07-31,Salaried
L000267,C000267,Barbara Miller,Female,USA,North Dakota,53,56543.0,Government,560.0,134634,12.32,48,Home Equity,Paid Off,2024-05-21,Government
L000268,C000268,Jessica Moore,Female,USA,Iowa,48,48788.0,Salaried,846.0,86660,5.77,72,Mortgage,Current,2023-11-14,Salaried
L000269,C000269,Paul Thompson,Male,USA,Texas,26,144943.0,Salaried,530.0,176745,8.87,36,Mortgage,Delinquent,2018-03-20,Salaried
L000270,C000270,Donald Miller,Male,USA,Pennsylvania,28,122767.0,Salaried,514.0,191607,7.75,120,Personal,Paid Off,2023-05-13,Salaried
L000271,C000271,Kimberly Rodriguez,Female,USA,North Carolina,33,125505.0,Salaried,539.0,467448,3.29,360,Mortgage,Current,2025-09-24,Salaried
L000272,C000272,Donna Lee,Female,USA,Tennessee,54,101676.0,Salaried,820.0,349442,8.88,36,Student,Paid Off,2022-06-05,Salaried
L000273,C000273,Elizabeth Miller,Female,USA,Wisconsin,60,86764.0,Part-Time,775.0,221207,14.99,48,Mortgage,Current,2020-09-12,Part-Time
L000274,C000274,Nancy Martinez,Female,USA,Alaska,42,150210.0,Salaried,732.0,492343,9.08,360,Personal,Current,2024-11-08,Salaried
L000275,C000275,Donald Thompson,Male,USA,Texas,21,83335.0,Salaried,820.0,353402,15.78,72,Personal,Paid Off,2026-01-13,Salaried
L000276,C000276,Steven Thompson,Male,USA,Florida,33,134541.0,Salaried,787.0,310631,14.14,84,Personal,Current,2024-07-01,Salaried
L000277,C000277,Sarah Smith,Female,USA,Utah,21,172730.0,Salaried,739.0,336600,13.79,36,Auto,Foreclosed,2021-10-13,Salaried
L000278,C000278,Jennifer Rodriguez,Female,USA,Georgia,30,128331.0,Salaried,649.0,377055,8.72,180,Auto,Paid Off,2018-10-07,Salaried
L000279,C000279,Donna Taylor,Female,USA,Hawaii,25,122856.0,Salaried,561.0,22099,3.8,60,Student,Current,2018-06-13,Salaried
L000280,C000280,Margaret Thompson,Female,USA,Colorado,40,175482.0,Salaried,720.0,499485,16.24,60,Home Equity,Foreclosed,2023-02-13,Salaried
L000281,C000281,Donna Davis,Female,USA,West Virginia,33,71280.0,Salaried,750.0,149395,12.57,180,Auto,Current,2024-08-23,Salaried
L000282,C000282,Michael Anderson,Male,USA,Montana,57,131934.0,Salaried,510.0,401857,4.36,36,Mortgage,Current,2023-12-17,Salaried
L000283,C000283,Anthony Johnson,Male,USA,Washington,30,118823.0,Unemployed,537.0,261486,4.22,24,Student,Current,2024-08-21,Unemployed
L000284,C000284,James Lee,Male,USA,Hawaii,23,57881.0,Salaried,564.0,159406,12.21,36,Personal,Current,2023-02-04,Salaried
L000285,C000285,Michelle Garcia,Female,USA,New Hampshire,54,126003.0,Government,690.0,252203,9.33,60,Mortgage,Current,2020-07-03,Government
L000286,C000286,Robert Miller,Male,USA,Alaska ,54,109077.0,Salaried,537.0,288397,5.86,84,Mortgage,Current,2018-06-09,Salaried
L000287,C000287,Matthew Rodriguez,Male,USA,Nebraska,50,161403.0,Salaried,754.0,386615,6.59,84,Personal,Current,2020-05-06,Salaried
L000288,C000288,Sarah Thompson,Female,USA,Nevada,57,130021.0,Self-Employed,768.0,360335,8.79,36,Personal,Current,2022-10-16,Self-Employed
L000289,C000289,Thomas Moore,Male,USA,Arizona,24,156423.0,Salaried,743.0,62413,14.25,240,Auto,Default,2024-10-05,Salaried
L000290,C000290,Betty Jackson,Female,USA,California,54,118164.0,Salaried,779.0,240062,5.95,180,Auto,Current,2022-01-21,Salaried
L000291,C000291,John Thomas,Male,USA,Oregon,52,99087.0,Salaried,791.0,424165,13.53,120,Mortgage,Current,2023-04-01,Salaried
L000292,C000292,David Johnson,Male,USA,Alabama,41,90252.0,Salaried,647.0,338884,5.69,60,Mortgage,Current,2026-04-15,Salaried
L000293,C000293,Jessica Brown,Female,USA,Vermont,61,131221.0,Self-Employed,542.0,221317,14.46,24,Auto,Current,2023-11-14,Self-Employed
L000294,C000294,Anthony Martinez,Male,USA,Minnesota,44,37792.0,Government,608.0,466138,16.5,240,Mortgage,Current,2018-08-14,Government
L000295,C000295,Anthony Anderson,Male,USA,Arizona,29,110884.0,Salaried,598.0,208613,9.64,240,Auto,Current,2019-04-02,Salaried
L000296,C000296,Ashley Miller,Female,USA,Delaware,61,103110.0,Salaried,542.0,158560,12.62,48,Mortgage,Current,2019-04-11,Salaried
L000297,C000297,Michelle Smith,Female,USA,Georgia,44,130932.0,Part-Time,839.0,254737,7.0,120,Mortgage,Current,2021-10-11,Part-Time
L000298,C000298,Daniel Davis,Male,USA,Oregon,45,50957.0,Salaried,603.0,302263,16.91,120,Mortgage,Current,2026-08-10,Salaried
L000299,C000299,Jessica Rodriguez,Female,USA,Florida,56,44111.0,Government,692.0,310005,9.39,12,Mortgage,Current,2023-04-30,Government
L000300,C000300,John Martin,Male,USA,Arkansas,28,119968.0,Unemployed,614.0,171506,10.45,12,Mortgage,Current,2025-09-26,Unemployed
L000301,C000301,Joshua Taylor,Male,USA,North Dakota,70,77986.0,Salaried,545.0,43263,6.92,48,Auto,Paid Off,2020-01-30,Salaried
L000302,C000302,Elizabeth Wilson,Female,USA,Colorado,61,31209.0,Salaried,561.0,339107,5.91,72,Mortgage,Current,2018-06-04,Salaried
L000303,C000303,Nancy Martin,Female,USA,Nevada,49,46553.0,Unemployed,613.0,212905,6.41,36,Student,Foreclosed,2023-11-01,Unemployed
L000304,C000304,Barbara Williams,Female,USA,Hawaii,45,158802.0,Salaried,697.0,20672,10.14,12,Auto,Current,2021-09-23,Salaried
L000305,C000305,Sandra Davis,Female,USA,New Hampshire,55,116316.0,Salaried,751.0,344522,5.06,48,Personal,Current,2020-08-04,Salaried
L000306,C000306,Barbara Brown,Female,USA,Delaware,58,45023.0,Salaried,604.0,316577,8.82,360,Mortgage,Delinquent,2019-01-04,Salaried
L000307,C000307,Andrew Jones,Male,USA,Rhode Island,48,49819.0,Salaried,528.0,179782,8.73,72,Student,Current,2018-02-13,Salaried
L000308,C000308,Robert Rodriguez,Male,USA,New Hampshire,39,83025.0,Unemployed,668.0,46621,9.5,60,Home Equity,Current,2018-10-07,Unemployed
L000309,C000309,Barbara Taylor,Female,USA,Nevada,52,105919.0,Salaried,514.0,210279,9.33,12,Mortgage,Paid Off,2020-08-24,Salaried
L000310,C000310,Joshua Brown,Male,USA,Alabama,57,169786.0,Salaried,621.0,11762,7.12,48,Home Equity,Current,2022-03-20,Salaried
L000311,C000311,John Brown,Male,USA,New Jersey,69,66320.0,Self-Employed,518.0,177580,8.5,72,Mortgage,Delinquent,2018-01-01,Self-Employed
L000312,C000312,Joseph Taylor,Male,USA,Nebraska,48,62235.0,Salaried,836.0,79370,16.54,240,Personal,Paid Off,2024-09-28,Salaried
L000313,C000313,Charles Lee,Male,USA,Colorado,55,117525.0,Self-Employed,595.0,194403,3.56,72,Student,Current,2023-01-05,Self-Employed
L000314,C000314,Sarah Smith,Female,USA,Missouri,28,62668.0,Unemployed,783.0,101089,4.32,72,Student,Current,2022-03-24,Unemployed
L000315,C000315,Betty Lee,Female,USA,New Jersey,61,98068.0,Part-Time,685.0,265839,16.93,180,Mortgage,Paid Off,2019-01-27,Part-Time
L000316,C000316,Sandra Johnson,Female,USA,Oregon,43,79973.0,Salaried,552.0,283473,7.07,120,Student,Current,2021-03-22,Salaried
L000317,C000317,Christopher Thomas,Male,USA,Montana,60,46849.0,Self-Employed,797.0,356295,7.56,84,Mortgage,Current,2023-02-05,Self-Employed
L000318,C000318,Mark Thomas,Male,USA,Idaho,66,156027.0,Salaried,828.0,447731,8.16,240,Student,Delinquent,2024-07-04,Salaried
L000319,C000319,Donald Moore,Male,USA,California,43,87297.0,Salaried,590.0,241761,4.55,48,Home Equity,Current,2022-03-13,Salaried
L000320,C000320,Andrew Rodriguez,Male,USA,Connecticut,52,78287.0,Salaried,518.0,401903,14.53,36,Student,Delinquent,2026-03-08,Salaried
L000321,C000321,Elizabeth Jones,Female,USA,Colorado,30,163609.0,Government,576.0,453918,5.45,36,Auto,Current,2021-07-24,Government
L000322,C000322,Lisa Thompson,Female,USA,Connecticut,37,38307.0,Salaried,629.0,479054,13.53,36,Student,Current,2019-08-23,Salaried
L000323,C000323,Linda Thompson,Female,USA,North Carolina,55,59051.0,Government,645.0,58217,6.49,240,Home Equity,Current,2021-02-02,Government
L000324,C000324,Paul Williams,Male,USA,Ohio,55,171374.0,Salaried,744.0,385811,13.23,60,Auto,Current,2022-03-08,Salaried
L000325,C000325,Linda Thomas,Female,USA,Idaho,23,101811.0,Unemployed,680.0,217821,17.58,72,Auto,Current,2018-12-09,Unemployed
L000326,C000326,Susan Garcia,Female,USA,Iowa,56,137767.0,Salaried,635.0,477627,10.65,48,Auto,Delinquent,2025-07-06,Salaried
L000327,C000327,Ashley Thompson,Female,USA,Oregon,49,97438.0,Part-Time,711.0,215186,7.78,240,Personal,Foreclosed,2022-08-13,Part-Time
L000328,C000328,Sandra Davis,Female,USA,Maine,69,65791.0,Self-Employed,636.0,318608,8.67,12,Mortgage,Current,2018-03-03,Self-Employed
L000329,C000329,Steven Anderson,Male,USA,Nevada,66,43739.0,Unemployed,704.0,495372,8.76,84,Auto,Current,2024-02-08,Unemployed
L000330,C000330,Paul Thomas,Male,USA,Illinois,47,151745.0,Government,648.0,358605,4.88,84,Mortgage,Current,2024-09-11,Government
L000331,C000331,Mark Moore,Male,USA,Arkansas,51,111221.0,Government,847.0,100814,15.28,240,Auto,Current,2026-08-19,Government
L000332,C000332,Elizabeth Jackson,Female,USA,Tennessee,54,114513.0,Salaried,543.0,445270,8.69,12,Personal,Current,2021-11-16,Salaried
L000333,C000333,William Johnson,Male,USA,Illinois,32,69286.0,Salaried,559.0,261064,13.77,36,Personal,Current,2018-10-09,Salaried
L000334,C000334,Joshua Rodriguez,Male,USA,Wisconsin,57,67707.0,Salaried,826.0,109815,7.06,240,Auto,Current,2025-06-27,Salaried
L000335,C000335,Thomas Brown,Male,USA,Idaho,45,132697.0,Salaried,748.0,464342,8.35,72,Mortgage,Foreclosed,2018-12-27,Salaried
L000336,C000336,Mark Martinez,Male,USA,Nebraska,22,37139.0,Government,625.0,314045,16.3,48,Auto,Current,2023-03-22,Government
L000337,C000337,Mary Lee,Female,USA,Indiana,50,156478.0,Salaried,544.0,362768,9.37,60,Mortgage,Paid Off,2023-12-14,Salaried
L000338,C000338,Mary Garcia,Female,USA,Wyoming,64,58786.0,Salaried,501.0,453326,8.3,180,Mortgage,Current,2024-01-30,Salaried
L000339,C000339,Donald Lee,Male,USA,New York,29,44828.0,Salaried,661.0,94067,7.7,240,Home Equity,Current,2024-01-11,Salaried
L000340,C000340,Thomas Anderson,Male,USA,Colorado,43,37224.0,Salaried,696.0,126992,16.39,180,Mortgage,Current,2018-09-15,Salaried
L000341,C000341,Andrew Lee,Male,USA,Mississippi,29,74173.0,Salaried,693.0,161331,9.34,72,Mortgage,Current,2019-03-15,Salaried
L000342,C000342,William Johnson,Male,USA,Hawaii,40,69630.0,Salaried,817.0,262162,16.16,12,Home Equity,Current,2023-06-29,Salaried
L000343,C000343,Richard Wilson,Male,USA,Illinois,21,61371.0,Salaried,546.0,250890,7.5,72,Mortgage,Paid Off,2025-09-05,Salaried
